gene	maximum_effective_size	size
DNMBP	6428	134371
DNMBP-AS1	2594	32041
CPN1	1855	39677
CYP2C23P	992	34398
TPM4P1	807	807
SPCS2P2	608	931
ERLIN1	3487	35940
CHUK	4845	41297
RP11-316M21.7	578	712
RP11-316M21.6	867	4770
CWF19L1	2694	35383
SNORA12	147	147
PHBP9	825	825
RNU6-422P	107	107
BLOC1S2	2634	13401
PKD2L1	2790	42116
RP11-34D15.2	471	10828
SCD	5245	17594
OLMALINC	7587	80945
WNT8B	2144	20736
SEC31B	5087	33219
RP11-411B6.6	1952	24254
NDUFB8	829	6261
HIF1AN	12927	30927
PAX2	4189	94549
RP11-179B2.2	1637	1637
SLF2	6926	52172
RP11-108L7.14	448	448
MRPL43	2134	18058
SEMA4G	4656	16354
MIR608	100	100
RP11-108L7.4	342	5108
TWNK	3722	7037
LZTS2	5741	11219
PDZD7	4306	24617
SFXN3	3098	10011
RP11-108L7.15	977	977
KAZALD1	3232	6143
TLX1NB	1862	41806
TLX1	2111	6490
LINC01514	1455	17842
SMARCE1P7	485	808
LBX1	1770	2470
LBX1-AS1	3319	40572
LINC02681	2222	10730
RNU2-43P	190	190
RP11-107I14.2	382	488
RP11-107I14.5	522	910
BTRC	6084	203289
RNU2-59P	191	191
DPCD	819	39103
POLL	2914	9389
MIR3158-2	81	81
MIR3158-1	81	81
FBXW4	3185	84632
RNU6-1165P	107	107
RP11-190J1.11	903	10719
RP11-190J1.3	856	28044
FGF8	1197	10263
NPM3	877	2089
OGA	5174	34023
KCNIP2-AS1	1234	10086
KCNIP2	2617	17947
ARMH3	4099	210595
HPS6	2688	2688
RP11-302K17.3	255	255
RP11-302K17.4	95	95
LDB1	3098	13880
PPRC1	5328	17340
NOLC1	3967	11696
ELOVL3	1400	3291
PITX3	1426	11327
GBF1	7436	137529
NFKB2	3411	8415
PSD	3861	18923
FBXL15	1340	3948
CUEDC2	1100	9340
MIR146B	73	73
C10orf95-AS1	2453	11291
C10orf95	1469	1707
MFSD13A	2852	15651
ACTR1A	3519	40832
RP11-18I14.11	521	521
SUFU	5016	129564
RPL23AP58	469	469
RNU6-43P	107	107
RP11-47A8.5	1349	1349
TRIM8	3050	13840
ARL3	3834	40667
SFXN2	6770	28955
WBP1L	4129	90569
RNU6-1231P	103	103
CYP17A1	2230	6942
PFN1P11	389	7463
PTGES3P4	356	356
RP11-753C18.12	583	8753
BORCS7	2386	10703
BORCS7-ASMT	2670	47628
AS3MT	2450	32430
RPL22P17	315	315
RP11-753C18.13	1109	19687
RP11-724N1.1	820	820
CNNM2	15857	171929
ENSG10010138458.1	163	163
NT5C2	4917	190421
RPS15AP29	400	400
MARCKSL1P1	541	541
ST13P13	1092	1092
RPEL1	2130	2130
INA	3251	13209
PCGF6	2236	48349
RNU11-3P	133	133
TAF5	3259	21090
ATP5MK	882	7452
MIR1307	149	149
PDCD11	6477	49669
CALHM2	1914	5617
RP11-225H22.7	657	657
RP11-225H22.4	657	9850
CALHM1	3212	5661
CALHM3	1652	6437
NEURL1-AS1	640	37791
NEURL1	4314	98574
RP11-416N2.3	524	1890
RP11-416N2.5	1942	10531
SH3PXD2A	11468	261517
RP11-416N2.4	1432	1432
SH3PXD2A-AS1	2027	9458
RP11-541N10.3	2388	2388
STN1	6369	40616
SLK	7827	62094
RN7SL524P	300	300
COL17A1	5612	54595
MIR936	98	98
SFR1	1503	4328
CFAP43	5367	102477
MIR609	95	95
GSTO1	1052	32104
MIR4482	70	70
GSTO2	6715	36078
ITPRIP	6807	28768
RP11-127L20.5	244	1741
RP11-127L20.7	172	172
ITPRIP-AS1	954	3636
CFAP58-DT	795	1985
CFAP58	3256	101270
LINC02620	1013	5336
RP11-127O4.2	1155	57865
SORCS3	5575	623953
SORCS3-AS1	1278	1593
RNU6-463P	107	107
PPIAP38	483	483
YWHAZP5	730	730
LINC02627	1569	12125
RP11-56I23.2	1029	59938
RP11-108E7.1	500	2049
LINC02624	1229	48580
RPL23AP59	461	1016
SORCS1	7444	591044
RP11-446H13.3	883	27882
RNA5SP325	130	130
RNA5SP326	110	110
LINC01435	1269	502877
PTGES3P5	434	434
RP11-163F15.1	575	13841
LINC02661	523	132148
MAPKAPK5P1	1376	1376
RN7SKP278	342	342
RNU5B-6P	68	68
RNU6-839P	108	108
PHB2P1	890	890
BTF3P15	336	336
RP11-566F5.2	237	237
XIAPP1	600	600
RPL21P91	479	479
XPNPEP1	4384	58788
RNU4-5P	135	135
ADD3-AS1	6326	68278
ADD3	4413	139198
SNRPGP12	213	213
MXI1	3470	79761
RP11-549L6.3	470	742
RP11-549L6.2	468	780
SMNDC1	4310	14209
DUSP5-DT	3011	67751
HMGB3P5	612	612
DUSP5	2477	13627
RPL7P35	740	740
SMC3	5522	38354
RBM20	7293	195133
RN7SKP288	268	268
RNA5SP327	101	101
RP11-313D6.3	401	1852
PDCD4-AS1	778	2366
PDCD4	3697	28212
MIR4680	66	66
BBIP1	4712	20472
RP11-348N5.9	700	700
RP11-348N5.7	1649	1649
SHOC2	3884	94074
RPL13AP6	612	612
MIR548E	88	88
ADRA2A	3879	3879
RP11-479A21.1	293	293
BTBD7P2	620	620
RP11-381K7.1	427	2165
RPS6P15	751	751
RP11-47B24.1	2004	202677
GPAM	6372	65513
TECTB	3808	21639
MIR6715B	77	77
MIR6715A	79	79
GUCY2GP	3222	48394
ACSL5	3394	54264
RP11-324O2.3	800	29777
ZDHHC6	4324	23145
VTI1A	4174	371747
RP11-214N15.5	241	241
MIR4295	85	85
RP11-25C19.3	358	6008
RP11-431N8.1	1239	11808
RP11-57H14.4	4237	4237
RP11-57H14.5	1286	1286
RP11-57H14.3	315	17377
TCF7L2	4136	217432
RP11-57H14.2	460	1230
RPS15AP30	390	390
RNU7-165P	60	60
RP11-481H12.2	3611	9986
PPIAP39	498	498
HABP2	2985	38766
NRAP	5613	75357
CASP7	2659	51746
RP11-211N11.5	692	8652
PLEKHS1	3403	32168
MIR4483	62	62
ENSG10010139504.1	132	132
DCLRE1A	4450	19659
NHLRC2	11051	62534
RP11-211N11.7	2559	3804
ADRB1	3039	3039
RP11-411P18.4	1936	8845
RNU6-709P	104	104
UBE2V1P5	405	405
CCDC186	7343	53371
Hammerhead_HH10	125	125
MIR2110	75	75
TDRD1	4510	53035
VWA2	5846	55236
AURKAP2	333	641
CTB-1144G6.6	534	534
AFAP1L2	3964	109933
RN7SL384P	298	298
RP11-317F20.3	2954	2954
ABLIM1	7690	336949
RP11-317F20.2	351	351
PPIAP19	492	492
RP11-106M7.1	2378	29557
TAF9BP2	499	1796
FAM160B1	5774	78089
RPL15P13	645	645
TRUB1	3406	39482
RNU6-1121P	109	109
LINC02626	344	1937
ATRNL1	8746	855635
RP11-87P3.1	6449	95338
NTAN1P1	646	646
GFRA1	9161	219879
RP11-506P9.1	2848	6802
CCDC172	1679	55582
SNRPGP6	220	220
PNLIPRP3	2374	50111
HMGB3P8	577	577
RNU6-1090P	94	94
PNLIP	1483	21925
PNLIPP1	675	6010
PNLIPRP1	3415	18791
PNLIPRP2	1482	24191
C10orf82	1791	6569
RP11-498B4.5	827	2717
HSPA12A	6144	179060
RPL5P27	881	1357
ENO4	2878	62290
SHTN1	6871	245110
RP11-539I5.5	955	955
RP11-5G18.2	178	178
VAX1	4494	9781
MIR3663HG	2434	24545
MIR3663	97	97
RPL12P26	487	487
KCNK18	1155	12811
RP11-501J20.5	744	2324
SLC18A2	4125	38338
RP11-129M16.4	1553	1553
PDZD8	9672	98167
CTA-109P11.4	526	65226
EMX2OS	7280	71854
EMX2	2710	7102
CTA-109P11.1	475	10374
RP11-99L6.1	1438	14043
LINC02674	772	18820
RP11-355F22.1	1944	5351
RAB11FIP2	6399	42026
RP11-354M20.3	895	28324
CASC2	5817	163880
RP11-245J24.1	2954	26243
FAM204A	13898	44404
LINC00867	1965	57032
SLC25A18P1	454	750
PRLHR	5387	5652
TOMM22P5	439	439
CACUL1	11035	81083
RP11-427L15.2	1175	1175
RP11-498J9.2	2876	244982
RPL17P36	549	549
LDHAP5	622	622
NANOS1	4017	4017
EIF3A	6659	47154
SNORA19	128	128
ENSG10010140089.1	129	129
RP11-435O11.5	202	202
DENND10	2829	33899
SFXN4	1556	24948
PRDX3	2277	11093
GRK5	6798	252175
GRK5-IT1	400	3230
RN7SL749P	290	290
RP11-79M19.2	761	5950
MIR4681	72	72
RGS10	923	42903
RP11-179H18.8	430	430
TIAL1	5072	25228
RAD1P1	813	813
RPS8P4	627	627
BAG3	2561	26440
TXNP1	371	697
INPP5F	5319	103106
RN7SL846P	292	292
PHACTR2P1	1414	23054
RP11-359E7.3	268	268
MCMBP	4216	63153
SEC23IP	7148	51928
MIR4682	80	80
NACAP2	624	624
RP11-781P14.3	180	180
RPL21P16	483	483
RP11-572P18.2	876	5394
PLPP4	3458	134839
LINC01561	2176	2176
RP11-323P17.2	3911	216738
WDR11-AS1	4230	91560
RP11-323P17.3	1994	2626
WDR11	4954	58220
RP11-95I16.4	625	1412
RP11-95I16.2	943	55154
RP11-95I16.6	631	631
RPL19P16	588	634
LINC01153	2864	7267
RN7SKP167	285	285
FGFR2	6964	120127
RP11-62L18.3	310	415
RPS15AP5	388	388
RP11-78A18.2	299	3428
ATE1	4895	188069
ATE1-AS1	951	23654
ENSG10010137845.1	76	76
RP11-500G22.4	317	317
NSMCE4A	2399	18127
RP11-500G22.5	1937	1937
TACC2	9704	265383
RP11-105F10.2	817	1179
RP11-105F10.1	2683	10092
BTBD16	1856	66864
RNU6-728P	104	104
PLEKHA1	14010	67907
MIR3941	103	103
RP11-436O19__A.6	2561	25460
ARMS2	818	2700
HTRA1	2091	56357
DMBT1	7984	83072
RP11-481L19.3	210	6699
RP11-481L19.2	892	6645
C10orf120	1088	2138
DMBT1L1	5824	97440
CUZD1	2125	14018
RP11-107C16.2	2441	47417
FAM24B	728	30564
C10orf88B	1650	18935
FAM24A	687	2502
C10orf88	2991	23411
PSTK	3538	43133
IKZF5	4542	18006
ACADSB	5848	49312
HMX3	2847	3454
HMX2	1614	2537
BUB3	7703	16066
RPS26P39	341	341
RP11-338O1.3	165	165
LINC02641	1727	181318
RP11-338O1.2	416	1928
RP11-282I1.3	600	1888
RP11-282I1.2	438	9541
GPR26	10306	31045
CPXM2	3544	234061
RP11-391M7.3	806	1080
RP11-285A18.2	389	18024
XXyac-YR14ID10.1	632	845
YBX2P1	760	760
RP11-47G11.2	525	525
CHST15	4810	85931
OAT	2039	21674
NKX1-2	3211	4793
RP13-238F13.3	1359	2897
LHPP	1634	156066
RPS10P18	495	756
RP11-12J10.3	3422	174648
FAM53B	5759	125087
RP11-12J10.4	727	727
FAM53B-AS1	1491	10593
EEF1AKMT2	4920	43739
ABRAXAS2	2955	34849
NPM1P31	764	817
RP11-298J20.4	555	25739
ZRANB1	5695	46067
RP11-298J20.3	830	1229
CTBP2	8471	176854
RP11-59C5.3	5428	5428
MIR4296	88	88
RP11-151A10.3	593	593
MRPS21P6	261	261
RPS27P18	247	247
TEX36-AS1	749	4075
TEX36	941	106642
ALDOAP2	1076	1076
RP11-383C5.3	3149	26449
EDRF1-DT	2600	19131
RP11-383C5.8	565	42110
RP11-383C5.5	300	595
EDRF1	4483	44629
EDRF1-AS1	712	26477
MMP21	1951	22242
UROS	3447	38279
MIR4484	83	83
BCCIP	2337	30150
DHX32	3050	60100
RNU2-42P	113	113
FANK1	1583	113029
GNG10P1	199	199
FANK1-AS1	428	939
ADAM12	7941	376097
RNA5SP328	109	109
SAR1AP2	594	594
RP11-422P15.5	3859	5301
LINC00601	1168	8011
C10orf90	3471	373712
RP11-422P15.4	2971	35028
ENSG10010138223.1	73	73
DOCK1	6840	547109
RP11-223P11.3	1113	38413
RP11-223P11.2	750	12975
INSYN2A	4836	61166
NPS	1231	4232
RP11-288A5.2	2435	2435
FOXI2	3264	3999
BUB1P1	607	607
CLRN3	1146	15101
PTPRE	5736	178753
RP11-4C20.3	748	5142
RP11-4C20.4	371	1470
RP11-380J17.3	2013	2567
MKI67	12716	29765
LINC01163	3086	136695
RP11-264E18.1	346	3933
LINC02667	1695	3620
RP11-442O18.1	375	1291
RP11-442O18.4	1704	3335
RP11-168C9.1	475	13472
RP11-267K7.1	1267	8560
MGMT	4678	303794
RP11-300B2.2	2978	4677
RP11-109A6.2	1649	8396
RP11-109A6.3	495	592
LINC02666	1005	21989
EBF3	5106	137821
RP11-234G16.4	290	290
MIR4297	76	76
RP11-234G16.5	568	568
RP11-234G16.6	1053	9747
C10orf143	2843	90806
RP11-500G10.5	430	430
CTAGE7P	2436	2436
PPIAP32	472	472
GLRX3	3827	48131
LINC02646	942	269706
RP11-339B9.1	2055	4160
RP11-113P9.1	836	11695
MIR378C	81	81
TCERG1L	4394	219331
TCERG1L-AS1	472	560
LINC01164	3384	17802
RP11-245K15.2	3009	18892
XX-FYM637E10_5.1	1599	1599
ABC11-4932300O16.1	1535	3658
PPP2R2D	6203	58827
BNIP3	3066	15559
RP11-45A17.2	332	332
RP11-45A17.4	1098	1098
RP11-45A17.3	3109	3109
JAKMIP3	7567	148523
RP11-140A10.3	481	4738
DPYSL4	2664	18812
STK32C	2096	124356
LRRC27	7971	49355
PWWP2B	2615	20692
RP11-432J24.2	297	1871
RP11-432J24.3	1013	7752
LINC02870	1846	5082
RP11-432J24.5	1590	9974
LINC01165	1623	1623
INPP5A	3000	245694
NKX6-2	2768	2969
CFAP46	8263	134432
LINC01166	2619	21323
LINC01167	604	898
LINC01168	5254	10821
ADGRA1-AS1	3295	5419
ADGRA1	4264	43752
RPL5P28	693	693
KNDC1	7021	66194
UTF1	1214	1342
VENTX	2459	4074
MIR202HG	1057	1414
MIR202	110	110
RP13-49I15.6	408	408
ADAM8	3259	14449
TUBGCP2	5027	40189
ZNF511	2004	4249
ZNF511-PRAP1	1044	43120
CALY	2260	12864
BANF1P2	264	264
RP11-122K13.7	184	4973
PRAP1	744	5316
FUOM	867	2868
ECHS1	1277	10870
MIR3944	108	108
RP11-122K13.15	134	134
PAOX	1830	12434
RP11-108K14.8	2363	40255
MTG1	3424	28427
SPRN	3128	3907
OR6L2P	925	925
SCART1	4904	69631
OR7M1P	533	533
CYP2E1	7918	40815
RP11-108K14.12	1255	1255
RP11-108K14.13	767	767
SYCE1	2479	15935
XX-2136C111.4	3402	63711
OR6L1P	910	910
XX-2136C236.1	500	500
FRG2B	2094	2901
RARRES2P2	485	485
AGGF1P2	2106	2106
CLUHP5	774	3401
DUX4L28	678	678
DUX4L25	1269	1269
DUX4L24	1269	1269
DUX4L23	1269	1269
DUX4L22	1269	1269
DUX4L21	1269	1269
DUX4L20	1269	1269
DUX4L29	679	679
DUX4L10	1267	1267
DUX4L11	1267	1267
DUX4L12	1267	1267
DUX4L13	1267	1267
DUX4L14	1267	1267
DUX4L15	1267	1267
RPL23AP60	454	454
XXyac-YRM2136_A.2	241	241
WBP1LP10	364	364
OR4F2P	938	938
RP11-304M2.6	723	12961
CICP23	2741	2812
LINC01001	2553	12409
RP11-304M2.3	589	56858
RNU6-447P	104	104
BET1L	2916	39645
SCGB1C1	435	1498
ODF3	3053	3501
RP11-304M2.5	574	1848
RIC8A	3506	7406
MIR6743	71	71
SIRT3	2882	21902
PSMD13	2200	16019
RP11-326C3.16	385	385
NLRP6	2923	6982
RP11-326C3.2	812	1683
PGGHG	4418	6982
IFITM5	736	1327
IFITM2	907	5743
RP11-326C3.4	289	289
RP11-326C3.17	382	6865
IFITM1	844	5232
RP11-326C3.7	392	1003
RP11-326C3.11	1151	6992
IFITM3	1044	9800
RP11-326C3.10	280	436
RP11-326C3.12	827	2952
RP11-326C3.15	497	497
B4GALNT4	3750	12619
PKP3	2817	12295
SIGIRR	1867	11740
ANO9	5487	24079
RN7SL838P	295	295
PTDSS2	3134	43132
RP13-317D12.3	664	970
RNH1	3281	12789
RP13-46H24.3	944	5622
RP13-46H24.1	547	753
HRAS	1939	5080
LRRC56	2765	17386
LMNTD2	2057	5889
LMNTD2-AS1	2210	2513
RASSF7	2017	3622
MIR210HG	1965	2798
MIR210	110	110
PHRF1	5539	35753
IRF7	2051	3431
CDHR5	3359	9502
SCT	526	873
DRD4	1399	3438
DEAF1	2380	62886
RP11-754B17.1	912	12482
EPS8L2	3844	33290
TMEM80	2047	9438
AP006621.9	532	18484
TALDO1	1231	17598
GATD1	4363	10269
AP006621.5	765	6720
CMB9-55F22.1	1139	1139
AP006621.6	284	461
CEND1	1605	2999
SLC25A22	2796	7807
PANO1	1680	1680
PIDD1	4496	10575
RPLP2	646	2916
SNORA52	134	134
PNPLA2	2726	6660
AP006621.8	536	9250
CRACR2B	2440	5848
CD151	1857	6945
POLR2L	876	5174
TSPAN4	2777	24305
RP11-1391J7.1	2061	2916
CHID1	3537	47200
AP2A2	4656	87352
RNU6-1025P	104	104
MUC6	8016	23896
LINC02688	3139	5870
MUC2	12667	35637
MUC5AC	17448	43186
RP11-532E4.3	912	1713
MUC5B	17911	39107
MUC5B-AS1	434	7416
MIR6744	66	66
TOLLIP	3666	35284
TOLLIP-AS1	939	939
CTD-2245O6.4	3283	3819
LINC02689	1458	13928
BRSK2	4528	72791
RP11-371C18.3	2432	3051
MOB2	3174	31791
DUSP8	4824	18221
KRTAP5-AS1	2265	27832
KRTAP5-1	942	942
KRTAP5-2	1118	1118
KRTAP5-3	899	899
KRTAP5-4	1181	1181
KRTAP5-5	933	933
AP006285.7	588	760
FAM99A	1989	2260
FAM99B	1067	2361
LINC02708	587	760
KRTAP5-6	561	561
IFITM10	3807	18190
RP11-295K3.1	4038	29134
CTSD	4408	11822
AC068580.6	2015	2139
AC068580.5	252	741
RP11-295K3.2	423	1159
AC068580.7	338	1459
RPL36AP39	318	318
AC139143.2	1207	1207
SYT8	3534	9215
TNNI2	751	2700
LSP1	2640	41364
MIR4298	73	73
AC051649.12	330	2491
MIR7847	103	103
PRR33	3818	3818
LINC01150	1299	11642
TNNT3	1258	19004
MRPL23	919	37245
MRPL23-AS1	1876	6684
LINC01219	923	2575
H19	2348	6295
ENSG10010140038.1	71	71
MIR675	73	73
ENSG10010137561.1	69	69
IGF2	5580	12127
RP11-889I17.2	5144	29280
AC132217.4	373	844
INS-IGF2	1706	28672
MIR483	76	76
IGF2-AS	2063	8166
INS	639	1443
TH	1910	7887
MIR4686	76	76
ASCL2	1485	2091
C11orf21	2831	7422
TSPAN32	3325	16208
RNU6-878P	110	110
CD81-AS1	1460	49244
RPL26P30	1178	12551
CD81	5235	21221
TSSC4	1544	3391
AC124057.5	404	3394
TRPM5	3929	18531
KCNQ1	3224	404422
KCNQ1OT1	91667	91667
ENSG10010135817.1	464	464
ENSG10010135058.1	196	196
ENSG10010135998.1	116	116
ENSG10010135899.1	226	226
COX6CP18	222	222
KCNQ1-AS1	1084	21434
KCNQ1DN	1093	2073
ENSG10010138339.1	62	62
CDKN1C	1936	2563
SLC22A18AS	1930	16232
SLC22A18	2635	25526
PHLDA2	920	1148
NAP1L4	2479	47947
SNORA54	123	123
CTC-343N3.1	1482	1482
CARS1	5732	56692
CARS1-AS1	2664	12252
RNU1-91P	163	163
CTD-2544D21.2	2507	7170
AC108448.2	730	1051
OSBPL5	3854	79633
AC108448.3	293	384
MRGPRG	870	870
MRGPRG-AS1	1818	4800
MRGPRE	4108	7388
AC109309.4	435	6778
NDUFA5P8	346	346
RP11-11A9.1	332	332
NDUFA5P1	341	341
RP11-11A9.2	283	283
RP5-1173A5.1	783	3910
ZNF195	9943	39962
TSSC2	2337	28018
OR7E12P	973	973
FAM86GP	971	12145
RP13-726E6.2	1110	70864
RP13-726E6.1	450	62010
RP13-726E6.5	1217	1786
CTC-342M10.2	983	99692
RP13-726E6.4	1173	9328
SNRPCP5	189	189
RPS3AP39	775	775
RPS24P14	366	366
CTC-342M10.1	209	209
AP006294.2	339	339
OR7E117P	1112	1112
TRPC2	3173	27659
ART5	1241	3805
ART1	1315	19289
CHRNA10	1945	5798
NUP98	7023	126710
RNU6-1143P	104	104
RNU7-50P	62	62
PGAP2	1963	28648
RHOG	1295	13982
STIM1-AS1	494	1192
STIM1	4356	238684
AC090587.4	527	788
MIR4687	80	80
PPIAP40	490	490
ENSG10010136051.1	137	137
RP11-438N5.4	262	262
HNRNPA1P76	848	1357
RP11-438N5.2	301	301
RPS29P20	171	171
RRM1	3166	44226
RRM1-AS1	346	1142
OR55B1P	2602	4993
LINC02749	653	22989
RDXP1	1738	1738
SSU72P5	585	585
SSU72P2	585	585
SSU72P6	488	488
SSU72P4	585	585
SSU72P3	585	585
SSU72P7	585	585
OR52B4	1124	1124
OR52B3P	928	928
TRIM21	1935	8806
OR52K3P	2160	82579
OR51R1P	952	952
OR52P2P	955	955
OR52K2	1067	1067
OR52K1	5456	10852
OR52M2P	959	959
OR52M1	954	954
C11orf40	654	6398
OR52I2	6591	11598
OR52I1	1050	1264
TRIM68	3324	9560
OR51D1	3561	5584
OR51E1	3050	12069
OR51A9P	911	911
OR51E2	2792	17684
OR51C1P	1444	7409
MMP26	1451	287646
OR51F5P	2853	2853
OR51C4P	948	948
KRT8P49	1432	1432
OR51F3P	901	901
OR51F4P	899	899
OR51F1	939	939
OR51N1P	952	952
OR52Y1P	828	1507
OR52R1	948	948
OR51F2	1136	1136
OR51A8P	1038	2898
OR51S1	972	972
OR51H1	1038	4043
OR51H2P	3046	6401
OR51T1	1065	1065
OR51A6P	1004	1004
OR51A7	2186	5680
OR51G2	3326	6763
OR51G1	966	966
OR51A3P	924	924
OR51A4	4393	4775
OR51A2	942	942
OR51A5P	942	942
OR51L1	7300	10686
OR51P1P	942	942
OR52J2P	939	939
OR52J3	936	936
OR52E2	978	978
OR52E1	926	926
OR52S1P	937	937
OR52E3P	936	936
OR52J1P	932	932
AC113331.9	869	1469
OR52A4P	1014	3893
OR52A5	3993	9581
OR52A1	6178	7934
OR51A1P	946	946
OR52Z1	951	951
OR51V1	948	948
AC104389.16	522	2268
CTD-2643I7.6	1153	1153
CoTC_ribozyme	192	192
HBB	754	3932
HBD	806	10980
HBBP1	1450	2433
BGLT3	993	993
HBG1	1464	1589
CTD-2643I7.4	651	6514
HBG2	694	252418
CTD-2643I7.5	2561	424043
HBE1	918	237308
OR51AB1P	620	620
OR51B4	933	933
OR51B5	1376	202209
OR51B3P	913	913
OR51B2	939	939
OR51B8P	769	769
OR51B6	939	939
AC104389.31	887	887
AC104389.32	235	235
OR51M1	4092	9452
OR51J1	951	951
OR51Q1	1096	1096
OR51K1P	950	950
OR51I1	945	945
OR51I2	3302	7196
OR51A10P	937	937
OR52D1	1065	1065
UBQLN3	2379	2659
UBQLNL	2307	4039
OLFM5P	1479	6515
OR52V1P	898	898
OR52H1	1064	4052
OR52H2P	902	902
OR52B5P	3467	7232
OR52T1P	939	939
HNRNPA1P53	946	946
OR52B6	1008	1008
TRIM6	3422	16850
TRIM6-TRIM34	3391	47674
TRIM34	2493	24635
TRIM5	3364	275425
TRIM22	2888	47393
OR52U1P	923	923
OR52P1P	963	963
OR56B1	2076	2076
OR52N4	1329	1716
OR56B2P	2453	6313
OR52N5	2778	7191
OR52N1	2545	4795
OR52N3P	934	934
OR52N2	1333	12560
OR52E6	970	1025
OR52E8	1061	1061
OR52E7P	933	933
OR52E4	2947	6451
OR52E5	2244	9523
OR52Q1P	682	682
OR56A3	4595	12597
OR56A5	942	1318
OR52L1	1094	1094
KRT18P58	1120	1120
OR56A4	3768	7502
RNA5SP329	119	119
OR56A1	8448	15003
OR56A7P	941	941
OR52L2P	990	990
OR52X1P	914	914
OR56B4	1152	1152
RP11-290F24.3	816	77442
OR56B3P	947	947
OR52B1P	909	909
OR52B2	972	972
OR52W1	963	963
RP11-290F24.6	1353	1353
C11orf42	1154	5579
FAM160A2	3481	23367
CNGA4	1916	9715
CCKBR	2138	12322
RP11-304C12.4	1418	1418
CAVIN3	1028	1587
RP11-304C12.5	3158	41315
RP11-304C12.3	2456	2469
SMPD1	2446	4559
APBB1	2684	24291
HPX	1575	11569
TRIM3	4419	25847
ARFIP2	3846	6797
CTD-2010I16.2	595	27494
TIMM10B	2788	3181
CTD-2010I16.1	686	1192
DNHD1	14876	96499
RRP8	6559	8545
RP11-732A19.8	399	779
ILK	2074	7167
TAF10	5392	6246
RP11-732A19.2	429	1469
RP11-732A19.10	1349	5712
TPP1	4649	6681
RP11-732A19.9	464	975
DCHS1	10713	34480
DCHS1-AS1	820	872
RP11-732A19.6	1799	27893
MRPL17	2305	2956
RP11-732A19.1	479	479
GVINP1	8438	32904
GVINP2	2194	2194
OR2AG2	4224	6351
OR2AG1	6993	8539
OR6A2	4295	7954
RP11-413N10.3	4823	104937
RP11-560B16.5	1003	1003
OR10A5	954	954
OR10A2	5390	11661
OR10A4	995	995
OR2D2	927	927
OR2D3	993	993
ZNF215	3655	74601
ZNF214	4892	23262
NLRP14	3813	51048
RBMXL2	2151	2151
RP11-324J3.1	529	7931
MIR302E	72	72
SYT9	4002	230266
CTD-2516F10.2	4444	94819
OLFML1	2768	25990
PPFIBP2	3563	143830
CTD-2516F10.4	550	3181
CYB5R2	7463	12123
OVCH2	1978	17041
RP11-35J10.6	443	443
RP11-35J10.7	427	427
RP11-35J10.5	589	178320
RP11-35J10.4	539	4230
OR10AB1P	1686	3249
OR5P4P	917	917
RP11-494M8.4	2503	151563
OR5P1P	925	925
RP11-494M8.1	711	711
OR5P2	969	969
OR5P3	1193	6023
OR5E1P	927	927
RNU6-943P	98	98
OR10A6	6104	6677
OR10A3	2650	4538
NLRP10	4237	7890
EIF3F	8434	31612
COX6CP5	228	228
CASC23	1594	5243
TUB	6445	87000
RP11-236J17.6	815	4273
TUB-AS1	2021	9336
RP11-236J17.7	2209	2209
RIC3	5788	63000
RIC3-DT	3734	9737
LMO1	1294	44408
STK33	4677	202422
ENSG10010135769.1	131	131
TRIM66	10695	70658
RP11-152H18.4	537	1825
RPL27A	4535	31972
SNORA3A	130	130
SNORA3B	131	131
DENND2B	4545	217601
RP11-152H18.3	744	3251
RP11-318C2.1	850	41454
RNA5SP330	96	96
AKIP1	1421	8946
C11orf16	1866	12931
ASCL3	633	633
TMEM9B	1844	17810
TMEM9B-AS1	4181	13018
NRIP3	3761	23474
RP11-467K18.2	4084	63684
SCUBE2	4727	118639
RP11-467K18.5	1037	1174
MIR5691	68	68
KRT8P41	1514	1514
DENND5A	8203	127135
RP11-5L12.1	561	3062
TMEM41B	3848	33983
PRR13P2	406	406
IPO7	6162	63476
SNORA23	182	182
CTD-2371O3.2	597	3131
CTD-2371O3.3	1147	1147
ZNF143	2900	68206
WEE1	5187	19788
ENSG10010137477.1	104	104
RPL23AP65	468	468
RP11-16F15.4	352	352
RP11-16F15.2	483	483
SWAP70	4884	88917
RN7SKP50	315	315
LINC02709	2311	4764
SBF2-AS1	3872	53068
SBF2	7551	515553
RP11-1H15.2	586	90121
RNU7-28P	62	62
RP11-1H15.1	1047	1047
RP11-1H15.4	1856	17538
RP11-748C4.1	522	15918
RP11-351I24.3	208	208
RP11-351I24.1	803	1048
ADM	1889	2325
AMPD3	3994	199267
RNU6ATAC33P	126	126
MTRNR2L8	1293	1293
MIR4485	57	57
RNF141	5818	29558
IRAG1-AS1	836	58679
LYVE1	3247	54724
IRAG1	6155	120898
CTR9	4330	50380
EIF4G2	6769	11891
SNORD97	142	142
RP11-685M7.3	2428	13728
ZBED5	3677	46723
ZBED5-AS1	2666	50794
CTD-2003C8.2	1257	15207
LINC02752	1833	162729
RP11-179A10.2	1387	2177
RP11-179A10.3	307	307
MTND5P21	522	522
CTD-3224I3.3	426	528
GALNT18	2503	351129
CSNK2A3	1309	1309
RP11-567I13.1	594	882
RP11-483L5.1	372	3699
MIR4299	72	72
RP11-756D7.2	1371	1371
RP11-756D7.1	333	333
CTD-2381F24.2	1551	29560
