gene	maximum_effective_size	size
GNPAT	2685	36767
GNPDA2	5382	44389
GNPNAT1	3867	16476
GNPTG	3926	13807
GNS	5081	45987
GOLGA2	4260	20167
GOLGA2P10	1349	40958
GOLGA2P7	4253	30826
GOLGA4	7772	123575
GOLGA5	2879	45643
GOLGA7	2099	20585
GOLIM4	4310	87236
GOLM1	3046	74028
GOLM2	3974	127040
GOLPH3	2678	49604
GOLPH3L	3124	50925
GON4L	7771	109742
GORASP1	3240	11265
GORASP2	2447	38667
GOSR1	6039	50231
GOSR2	3932	52450
GOT1	1978	33755
GOT2	2421	27212
GPAA1	2054	3627
GPAM	6372	65513
GPANK1	2793	5056
GPAT4	6298	47815
GPATCH2	5859	204099
GPATCH2L	14021	102427
GPATCH3	2125	9980
GPBP1	4683	90732
GPBP1L1	3641	60810
GPCPD1	6649	66568
GPD1L	3947	63021
GPI	4341	42934
GPN1	2496	23265
GPN2	4665	14152
GPN3	1604	16783
GPR107	7353	86744
GPR108	2057	7690
GPR137	2166	19439
GPR160	1962	47398
GPR27	2642	2642
GPR89A	2699	62663
GPRASP2	3666	5289
GPRC5C	2371	26803
GPRIN1	4234	14355
GPRIN2	1966	6487
GPS1	4076	6780
GPSM1	3566	32130
GPSM2	8071	59196
GPT2	4228	46928
GPX1	1135	1178
GPX1P1	606	606
GPX3	1757	8555
GPX4	1184	2866
GRAMD1A	2825	31688
GRAMD2B	3109	136363
GRB10	5468	203400
GRB2	3729	87634
GRB7	2233	9365
GRHPR	4762	14325
GRIN1	4465	29603
GRINA	1968	3360
GRK2	4493	20084
GRK6	3002	39698
GRN	2130	7861
GRPEL1	2653	9170
GRPEL2	4109	9154
GRSF1	6610	24115
GRWD1	5361	11182
GS1-72M22.1	2553	2553
GSK3A	3524	16401
GSKIP	3834	23837
GSPT1	7141	47955
GSS	3019	27596
GSTA4	1698	17357
GSTK1	2692	26762
GSTO1	1052	32104
GSTO2	6715	36078
GSTT2B	1108	3782
GSTZ1	5356	10602
GTF2A2	1559	19480
GTF2B	1599	39312
GTF2E2	1747	79919
GTF2F1	2432	14410
GTF2F2	2228	164384
GTF2H1	3012	44751
GTF2H2B	1954	32664
GTF2H5	7483	30995
GTF2I	4730	110462
GTF2IP1	3605	52312
GTF2IP4	3609	52346
GTF2IRD1	5868	148816
GTF2IRD2B	4750	57245
GTF3A	1919	11205
GTF3C1	7090	90359
GTF3C4	8612	24919
GTF3C5	2110	27829
GTF3C6	800	9185
GTPBP1	4905	32558
GTPBP4	4656	31499
GTPBP6	2016	14291
GTPBP8	1921	24077
GTSE1	2983	33941
GUCA2A	597	2056
GUCD1	3584	15513
GUCY1A1	9205	70334
GUCY1B1	3466	48820
GUF1	4460	22509
GUK1	2548	9023
GULP1	7427	304263
GUSB	2555	21532
GUSBP15	418	38880
GUSBP17	423	38883
GYG1	5996	40368
GYS1	3569	25181
GZF1	4834	10881
H1-0	2204	2204
H1-10	1516	1516
H1-10-AS1	2600	10834
H1-2	731	731
H2AC18	549	549
H2AC19	564	564
H2AJ	3107	3620
H2AX	1614	1614
H2AZ1	1880	2270
H2AZ2	3804	21297
H2AZ2P1	2794	20729
H2BC12	495	495
H2BC4	659	9054
H2BC9	2060	2060
H3-3A	1863	10169
H3-3B	2787	9460
H3C10	1237	1237
H3P16	411	411
H3P36	403	403
H3P47	400	400
H3P6	411	411
H4C11	389	389
HACD2	4125	94234
HACD3	3228	47932
HACE1	5318	131826
HACL1	2214	41154
HADH	6677	45528
HADHA	3087	54038
HADHB	2883	47296
HAGH	2619	31538
HAGHL	2481	8590
HAR1A	1882	2182
HARS1	5497	18503
HARS2	2485	7876
HAT1	3845	61239
HAUS1	1098	23956
HAUS2	3921	21167
HAUS3	5879	163279
HAUS4	1642	10934
HAUS5	4462	12621
HAUS6	6323	49764
HAUS7	1927	47849
HAUS8	3176	25897
HAX1	1284	3287
HBP1	2834	33562
HBQ1	528	721
HCCS	2312	11786
HCN2	3420	27279
HDAC1	2409	41553
HDAC11	2875	26701
HDAC2	9737	78281
HDAC3	1952	15974
HDAC5	5326	46957
HDAC6	5249	23606
HDAC7	6414	50411
HDDC2	3529	82117
HDGF	2309	24817
HDGFL3	12538	95086
HDHD2	3229	43093
HDHD3	1834	3568
HDHD5	3614	27777
HDLBP	6372	89798
HEATR1	8459	55512
HEATR5B	6937	115990
HEBP1	2056	25396
HEBP2	10010	18667
HECTD1	9445	107693
HEIH	1652	4735
HELLS	4987	112472
HELZ2	8064	16154
HEMK1	17064	27017
HERC1	15197	225331
HERC2	15364	211140
HERC2P2	5746	95246
HERPUD1	2853	12723
HES1	1575	2585
HES4	1040	1211
HEXA	6909	35497
HEXB	2021	82625
HEXIM1	3625	3625
HGD	1674	54098
HGH1	2534	3078
HGS	4088	19813
HIBADH	1878	137442
HID1	3298	22425
HIF1A	3956	52747
HIGD1A	2722	21583
HIGD2A	654	1011
HIKESHI	1694	43733
HILPDA	1370	2570
HINFP	3486	14480
HINT1	3628	69086
HINT2	2167	2395
HIRA	4053	116753
HIVEP1	9053	156238
HJURP	3157	21151
HK1	3998	131901
HK2	5626	59233
HLA-DMB	4569	6400
HLCS	8273	241611
HLTF	5320	56428
HM13	3932	63514
HMBS	2130	8684
HMG20A	4112	65196
HMG20B	2434	6312
HMGA1	2159	9359
HMGB1	5456	160894
HMGB1P1	636	636
HMGB1P10	563	563
HMGB1P5	985	1111
HMGB1P6	646	646
HMGB2	1841	3057
HMGCL	2151	36736
HMGCR	7379	27673
HMGCS1	5350	26043
HMGN1	4299	7333
HMGN1P36	298	298
HMGN1P37	303	303
HMGN1P38	303	303
HMGN2	1940	4203
HMGN2P3	273	273
HMGN2P4	381	381
HMGN2P5	273	273
HMGN2P6	273	273
HMGN4	1943	8568
HMGXB4	4216	38356
HMMR	3016	31739
HMOX2	1908	35658
HMX1	1917	25764
HNF1B	3481	58629
HNMT	3132	52345
HNRNPA0	8713	8713
HNRNPA1	4121	6896
HNRNPA1L2	1343	1343
HNRNPA1P10	962	962
HNRNPA1P12	961	961
HNRNPA1P35	963	963
HNRNPA1P7	963	963
HNRNPA2B1	6718	30379
HNRNPA3	6209	11396
HNRNPAB	1785	6631
HNRNPC	4501	60359
HNRNPCP2	881	881
HNRNPD	4597	22006
HNRNPDL	4372	7898
HNRNPF	2755	23570
HNRNPH1	5564	20607
HNRNPH2	2296	5912
HNRNPH3	3356	12020
HNRNPK	2928	12534
HNRNPKP4	1386	1386
HNRNPL	3094	15978
HNRNPLL	4144	41618
HNRNPM	2568	44348
HNRNPR	7751	40566
HNRNPU	13084	23923
HNRNPUL1	3925	45292
HNRNPUL2	5214	14828
HOMER2	10341	149208
HOOK1	5713	61537
HOOK2	2603	109738
HOXA10	2541	9670
HOXA11-AS	1739	4792
HOXA13	5015	6589
HOXA3	3263	46400
HOXA5	1670	2630
HOXA9	2064	12743
HOXB13	3039	3988
HP1BP3	6406	47058
HPF1	1216	28475
HPGD	2920	32980
HPN	2363	26068
HPRT1	1395	60349
HPS3	4611	44095
HRAS	1939	5080
HS2ST1	6759	195348
HSBP1	8649	11760
HSBP1L1	1057	6241
HSCB	1106	15477
HSD17B11	1782	54674
HSD17B12	4292	175938
HSD17B4	11908	184735
HSD17B8	977	2177
HSDL2	3174	92326
HSF1	3451	23130
HSF2	2643	33569
HSF2BP	1900	130303
HSH2D	2473	24548
HSP90AA1	3510	58958
HSP90AB1	2674	7723
HSP90AB3P	2173	2173
HSP90B1	6609	23825
HSPA13	3945	12370
HSPA1B	2517	2517
HSPA4	4774	54437
HSPA5	5402	6530
HSPA8	2306	5742
HSPA8P5	2069	2069
HSPA9	7459	21920
HSPB11	894	29126
HSPBAP1	2986	53833
HSPBP1	1768	18159
HSPD1	4930	30154
HSPD1P1	1726	1726
HSPE1	700	3310
HSPG2	14341	115067
HTATIP2	1830	20098
HTATSF1	3019	15268
HTRA2	1785	3608
HUNK	7680	171614
HUWE1	14796	154633
HYAL2	4054	4993
HYI	2173	3001
HYLS1	1810	17033
HYOU1	4598	13040
IAH1	2793	22886
IARS1	8644	83648
IARS2	3530	53910
ICAM5	3029	6827
ICE2	7206	59552
ID1	1233	1233
ID2	2041	5617
ID3	950	1576
ID4	3873	4828
IDH1	2441	29846
IDH2	2658	19433
IDH3A	4083	40448
IDH3B	1620	5825
IDH3G	1712	8758
IDI1	3370	9968
IDS	7580	44109
IER3IP1	3679	23531
IFFO2	6179	52397
IFI30	2116	4956
IFIT5	4046	7038
IFITM3	1044	9800
IFNAR1	6075	35436
IFNGR2	1742	75936
IFRD1	3650	58131
IFRD2	2275	5187
IFT20	1485	7165
IFT22	4881	10910
IFT46	1819	28443
IFT52	1754	56363
IFT57	3057	61624
IFT74	5325	119096
IFT88	3091	124307
IFTAP	3608	81327
IGBP1	1862	32878
IGFBP2	4414	31609
IGFBP3	2631	9630
IGFBP7	1427	79613
IGSF8	2366	7604
IHH	2473	6498
IK	1964	15423
IKBKB	5002	61159
IKBKG	2103	23848
IL10RB	2132	43821
IL13RA1	4189	67403
IL17RC	2621	16557
IL20RA	3522	45210
IL6ST	9027	59928
IL7	2020	129781
ILDR1	2855	34925
ILF2	1906	9241
ILF3	6119	38157
ILK	2074	7167
ILKAP	2651	33307
ILRUN	4338	109572
ILRUN-AS1	718	1154
ILVBL	4248	10803
IMMP1L	1905	77245
IMMT	2689	51541
IMP3	2028	9622
IMP4	2411	5091
IMPA1	3369	29418
IMPA2	1616	49853
IMPACT	3734	26898
IMPDH1	2862	17976
IMPDH2	4906	5123
INA	3251	13209
INF2	7732	41390
ING1	4697	10604
ING3	3749	26454
ING4	1659	12842
INO80	6365	137401
INO80B	1181	2858
INPP5J	3512	11967
INPP5K	3194	22166
INPPL1	4789	15447
INSIG1	2908	12460
INSIG2	3562	22546
INSM1	2846	2846
INSR	9463	182160
INTS1	6981	34113
INTS10	2517	34693
INTS11	3079	13103
INTS12	1975	213360
INTS13	2634	33146
INTS14	2615	32537
INTS4	3459	115952
INTS5	3285	6455
INTS6	15428	100188
INTS8	4645	68436
IP6K1	4806	62249
IP6K2	2490	52351
IPO11	4365	224611
IPO4	3632	8651
IPO5	6002	70639
IPO7	6162	63476
IPO8	5208	66882
IPO9	11416	55143
IQCB1	2577	65319
IQCG	3250	71066
IQGAP1	7205	113998
IQGAP2	5808	304848
IRAK1	3581	9397
IRAK1BP1	5577	78890
IREB2	6324	64023
IRF1	5153	68280
IRF2BP1	2534	2534
IRF2BP2	5316	5910
IRF2BPL	4166	4166
IRF3	2874	6307
IRF6	4478	20559
IRF7	2051	3431
IRS1	9771	68509
IRS2	8156	33889
IRX2	3079	5833
IRX3	2625	3484
ISCA1	1967	18557
ISCA2	2581	3351
ISCU	3685	6787
ISG15	787	13403
ISG20L2	3303	6876
ISOC2	2283	9359
IST1	4561	85204
ISY1	3612	33649
ISYNA1	2252	3780
ITCH	6743	177508
ITFG1	3185	309763
ITFG2	3231	47170
ITGA6	5816	79106
ITGAE	3803	86561
ITGB1	5614	118520
ITGB3BP	1285	152952
ITGB5	4440	139471
ITM2A	1698	7284
ITM2B	10089	37746
ITM2C	2037	14610
ITPA	1037	15003
ITPK1	6188	179407
ITPKC	3376	23749
ITPR1	9908	354162
ITPR3	9870	76210
ITPRID2	6473	39009
ITSN1	16972	257462
ITSN2	6122	157673
IVD	4665	30463
IVNS1ABP	4113	20886
IWS1	2973	90680
JADE1	5695	65525
JAG1	5940	36316
JAGN1	1637	3776
JAK1	7780	234526
JAKMIP1	2969	174393
JAKMIP3	7567	148523
JHY	7057	81180
JKAMP	2524	20968
JMJD1C	8758	354630
JMJD7	1409	9490
JMJD8	2205	2859
JOSD2	834	5223
JPT1	2289	33034
JPT2	3695	24025
JPX	9658	126227
JTB	1273	3406
JUN	3257	7204
JUNB	1830	1830
JUND	1929	1929
JUP	3505	32328
KALRN	16188	692957
KANK2	5183	33522
KANSL2	2714	29028
KANSL3	5310	49618
KARS1	2421	21170
KAT2B	4410	113959
KAT5	2237	7609
KAT7	9514	46379
KAT8	2500	16905
KATNBL1	2740	69423
KATNIP	6624	230237
KAZALD1	3232	6143
KB-1107E3.1	361	2547
KB-1995A5.6	2834	72981
KBTBD2	3608	25960
KBTBD7	4736	4736
KCMF1	7500	88380
KCNG1	3722	19452
KCNG3	3709	51966
KCNH2	4717	33361
KCNH8	5082	387133
KCNJ11	3412	24160
KCNJ3	4628	160500
KCNK15	2514	6449
KCNK3	6191	40731
KCNMA1	12071	768769
KCNQ2	9247	72470
KCNS3	2397	483770
KCTD13	4194	21225
KCTD18	2939	30827
KCTD20	5384	48377
KCTD3	4019	54504
KDELR1	1594	8977
KDELR2	2786	38238
KDM1A	3085	64247
KDM2A	7386	138820
KDM2B	6676	151928
KDM3A	8741	52070
KDM5A	10701	109264
KDM5B	9485	83993
KDM6A	12117	239592
KDM6B	6728	20580
KDM7A-DT	2457	2457
KDSR	5143	39503
KEAP1	2648	17434
KHDC4	4499	21369
KHDRBS1	2738	46983
KHDRBS3	5466	199267
KHSRP	4276	11710
KIAA0100	7428	31009
KIAA0232	7854	102796
KIAA0319L	4777	124459
KIAA0895	4462	65974
KIAA0895L	3550	8442
KIAA0930	6338	48651
KIAA1143	5079	23959
KIAA1191	2786	15746
KIAA1217	7407	853103
KIAA1549	12498	150009
KIAA1671	10732	244733
KIAA2013	2819	6838
KIDINS220	8735	116550
KIF11	5134	81291
KIF13B	8743	195847
KIF15	4795	111656
KIF16B	5276	301345
KIF1B	10855	171034
KIF20A	3095	9005
KIF22	2505	14666
KIF23	3723	34182
KIF2A	8764	84864
KIF2C	2955	27950
KIF4A	4388	130783
KIF5B	5866	47411
KIF5C	7760	151533
KIFAP3	4111	163883
KIFBP	4294	54742
KISS1R	1624	3719
KIZ	3856	120640
KLC1	15091	152354
KLC2	3755	10567
KLC4	3604	34319
KLF10	3659	6942
KLF11	4035	11988
KLF13	6845	108831
KLF2	2820	3860
KLF3	5594	37321
KLF3-AS1	3290	62477
KLF6	4590	9286
KLHDC10	6398	65172
KLHDC2	4969	18256
KLHDC3	1903	7196
KLHDC8B	1972	4889
KLHDC9	1347	1986
KLHL12	3311	37521
KLHL18	4622	63900
KLHL20	3414	71752
KLHL22	2528	54326
KLHL7	5619	72157
KLHL8	5631	80212
KLK2	2847	19000
KLK3	2702	5850
KLK4	1347	4387
KLKP1	1532	14303
KMT2A	16600	90343
KMT5A	3069	25581
KMT5B	5718	58966
KMT5C	2286	8269
KNOP1	6422	16299
KNSTRN	1899	11526
KNTC1	6974	99151
KPNA1	6888	93044
KPNA2	4097	11729
KPNA4	8952	70565
KPNA5	11288	60681
KPNB1	6182	36030
KPTN	1636	9116
KRBOX4	2334	50131
KRR1	10104	20774
KRT10	2163	4498
KRT18	2088	4036
KRT19	1390	4692
KRT8	2862	52768
KRTCAP2	3263	4068
KRTCAP3	956	4116
KTI12	1708	1708
KTN1	6241	142455
KXD1	2738	11626
KYAT3	1937	57181
LA16c-306E5.2	781	114452
LACTB2	1526	33868
LAGE3	949	1489
LAMA3	10651	266770
LAMA5	11426	59358
LAMB1	6737	79415
LAMB4	5861	106814
LAMC1	7929	122173
LAMP1	5242	26434
LAMP2	6535	43218
LAMTOR1	1346	17403
LAMTOR2	868	3725
LAMTOR3	4163	16093
LAMTOR4	730	7038
LANCL1	4781	46404
LAPTM4A	1365	18979
LARGE2	2552	7476
LARP4	6441	87622
LARP4B	5963	124792
LARP6	4467	25028
LARP7	2332	20486
LARS1	9953	72131
LBR	3812	27424
LCMT2	6925	6934
LCP1	3944	85952
LDHA	2305	13866
LDHB	1538	122516
LDLRAD3	3814	288156
LDLRAP1	4670	25281
LEMD2	4870	17929
LEMD3	4780	78773
LEO1	2165	33754
LEPROTL1	3163	81801
LETMD1	2948	12463
LGALS3BP	2202	8710
LGALS8	6420	34982
LGALSL	3856	7413
LGMN	2115	44873
LGR4	5250	106830
LHX6	3587	27050
LIG1	4102	55159
LIG3	8382	29232
LIMA1	3920	107759
LIMCH1	7697	340438
LIMD1	11442	130948
LIMD2	3192	5285
LIMK2	3667	67842
LIMS1	4461	152892
LIN37	1635	6159
LINC00278	1582	197623
LINC00623	1261	96108
LINC00662	6446	112934
LINC00665	3581	72231
LINC00963	9557	36742
LINC01012	2771	19318
LINC01036	3223	615929
LINC01121	2226	158582
LINC01128	8389	34309
LINC01145	3389	51960
LINC01237	843	197360
LINC01424	1031	2141
LINC01632	533	15181
LINC01670	977	3392
LINC01709	1726	148064
LINC01727	4540	96646
LINC02278	2044	8020
LINC02343	2532	268231
LINC02381	2792	21404
LINC02387	868	5821
LINC02482	1719	25271
LINC02593	4152	4152
LINC02614	1996	89147
LINC02672	1613	57413
LINC02696	3326	12120
LINS1	4755	43862
LITAF	2632	88660
LLGL1	6004	19241
LLGL2	3553	50130
LLNLR-245B6.1	3237	17522
LLPH	7728	14196
LMAN1	4824	31443
LMAN2	1611	20102
LMBR1	7950	224271
LMBR1L	2800	13765
LMBRD1	3900	194480
LMBRD2	8116	53481
LMCD1	8284	72862
LMCD1-AS1	4540	660662
LMF2	2658	4754
LMNB1	3475	60398
LMNB2	4634	29322
LMTK3	5144	28665
LNPEP	12134	102120
LNPK	7647	78958
LNX1	3978	242105
LNX2	4750	74617
LONP1	3092	28739
LOXL1	2786	26149
LPCAT1	5610	67483
LPCAT3	2902	42293
LPP-AS2	2852	2852
LRBA	10353	751293
LRCH1	5569	199873
LRCH3	7394	97211
LRCH4	4754	12119
LRFN1	3579	14298
LRFN3	4690	11267
LRFN4	2869	3829
LRIG1	5363	122467
LRP10	6892	9974
LRP11	3634	45603
LRP3	4058	31262
LRP5	5177	136685
LRP5L	3605	53960
LRPAP1	10446	28835
LRPPRC	10249	110003
LRR1	1886	15912
LRRC23	1698	40673
LRRC24	1762	4646
LRRC26	1209	1294
LRRC28	5852	139368
LRRC31	2597	30764
LRRC37A4P	5372	44797
LRRC40	2843	60775
LRRC41	4455	42421
LRRC42	1764	22084
LRRC47	4303	17940
LRRC56	2765	17386
LRRC59	2880	22465
LRRC61	1815	14894
LRRC75B	2943	7589
LRRC8B	8034	73033
LRRC8D	3950	115598
LRRCC1	4493	38866
LRRFIP1	4370	186096
LRSAM1	5283	52011
LRTM2	3986	16487
LRTOMT	2642	16559
LSG1	3283	31673
LSM1	1568	13396
LSM12	2791	33292
LSM12P1	588	588
LSM14A	3601	56785
LSM14B	2576	12914
LSM3	3359	22306
LSM4	1704	16877
LSM5	2214	9946
LSM6	2226	24298
LSM7	710	7092
LSM8	12384	19892
LSR	2480	19635
LSS	4886	40684
LTA4H	6109	42768
LTBP3	4833	20372
LTBR	2327	16527
LTN1	7756	64813
LTV1	1853	20475
LUC7L2	2837	83099
LUC7L3	6987	36655
LXN	1071	26827
LY6E	1419	5851
LYL1	1547	4129
LYN	5872	134335
LYPD6	4011	144154
LYPD6B	1719	177156
LYPLA1	2526	55651
LYPLA2	1635	4395
LYPLAL1	2169	38997
LYRM2	5347	70606
LYRM4	1497	157322
LYSMD2	1277	28575
LZIC	4989	21295
LZTFL1	4113	92727
LZTR1	4499	16764
LZTS2	5741	11219
MAB21L3	6376	26751
MACF1	24828	405862
MACIR	2988	19898
MACO1	3940	69352
MACROD1	1257	167556
MACROD2	4994	2057829
MACROH2A1	10982	66015
MACROH2A2	3878	59739
MAD2L1	5227	11236
MAD2L1BP	1517	11402
MAD2L2	1860	17171
MADD	6005	60871
MAEA	5371	50261
MAF1	1754	3151
MAFB	3389	3389
MAFG-DT	1895	2925
MAFIP	1268	61169
MAGED1	5418	99348
MAGED2	2177	8417
MAGEH1	1440	1440
MAGI1	7415	685310
MAGOH	738	11619
MAIP1	1495	53224
MAL2	2826	80640
MALAT1	8708	8829
MALSU1	2905	12991
MALT1	9289	83013
MAML1	5748	44462
MAN1B1	7162	22333
MAN2A2	6394	20367
MAN2B1	3685	20232
MAN2C1	4820	13406
MANBA	7444	130225
MANBAL	1915	27612
MANEA	5119	31986
MANEAL	2640	7291
MANF	1509	4107
MANSC1	5532	24187
MAOA	5438	91918
MAP1LC3A	964	13492
MAP1S	3399	15272
MAP2K1	2547	104708
MAP2K2	2926	33802
MAP2K4	3856	123002
MAP2K5	2344	264415
MAP2K6	13405	139169
MAP3K11	5605	17627
MAP3K13	9857	206154
MAP3K20	7179	192581
MAP3K21	5853	57425
MAP3K4	5500	125659
MAP3K5	5157	235432
MAP3K7	4932	73500
MAP4	9232	238583
MAP4K2	7147	18324
MAP7	4536	208539
MAPK1	5881	108024
MAPK13	6316	16716
MAPK1IP1L	6466	18548
MAPK3	2567	9402
MAPK6	5338	115270
MAPK7	4533	5824
MAPK8	6046	132722
MAPK8IP1	3180	20815
MAPK8IP3	5686	64169
MAPK9	4799	58957
MAPKAP1	3369	269842
MAPKAPK2	3091	49377
MAPKAPK3	2988	37772
MAPKAPK5	11083	59995
MAPKAPK5-AS1	2290	3139
MAPRE1	2562	30452
MAPRE3	1890	56583
MARCHF5	3922	62798
MARCHF6	9641	86694
MARCHF7	6043	58571
MARCHF9	2981	5309
MARCKS	4296	6131
MARCKSL1	1546	2395
MARK1	5768	136326
MARK2	5298	72093
MARK3	6433	118455
MARK4	5209	225997
MARS1	3592	42125
MARVELD1	3213	4978
MARVELD2	4423	29266
MAST2	5737	249136
MASTL	4132	33130
MAT2A	2817	6114
MAT2B	3409	16241
MATK	2098	24160
MATR3	7306	38004
MAZ	2698	5059
MB	1170	31188
MBD1	4905	14893
MBD2	5064	73064
MBD3	5678	19270
MBD6	4202	9439
MBNL1	6458	221953
MBOAT2	7622	151020
MBOAT7	3039	16471
MBTPS1	4377	63182
MBTPS2	4457	45807
MCCC1	2874	100858
MCCC2	5535	79176
MCEE	836	20556
MCFD2	4210	39986
MCL1	4550	18844
MCM2	3434	24027
MCM3	3208	20868
MCM3AP	6403	51165
MCM4	4183	17976
MCM5	4599	25298
MCM6	3753	36818
MCM7	3084	9213
MCRIP1	2979	10942
MCRIP2	2306	11658
MCRS1	2450	11602
MCTP2	7879	252415
MDC1	6968	17641
MDH1	1647	18589
MDH2	2170	19458
MDK	1339	3082
MDM1	2980	59939
MDN1	18485	177297
MDP1	889	2128
ME2	9031	75178
MEA1	2152	5726
MEAF6	4702	24774
MECP2	10467	115531
MECR	2515	38286
MED10	1101	6698
MED12	6977	23899
MED13L	9885	319789
MED15	4701	91720
MED16	3420	25589
MED17	5087	30737
MED20	2602	15786
MED22	4367	9820
MED24	3896	42119
MED25	4003	22102
MED26	3871	54156
MED27	2042	226940
MED28	10858	19465
MED30	985	19550
MED4	2254	41809
MED7	2071	21596
MED8	1968	5892
MELK	2452	104822
MEMO1	4505	146171
MEN1	3150	7785
MEPCE	2822	5329
MERTK	3826	130955
MESD	4200	43540
MESP1	2369	2650
MEST	2646	20295
METAP1	2686	67151
METAP2	3400	42320
METRN	3322	4538
METRNL	1900	15514
METTL1	1378	3649
METTL15	4304	418794
METTL17	2887	7063
METTL22	4974	27972
METTL23	1184	7107
METTL25	2064	120712
METTL26	1710	1940
METTL5	1370	14851
METTL9	5603	60256
MEX3A	6591	10453
MEX3B	4333	4342
MEX3C	4142	43784
MFAP1	2043	20199
MFF	3524	32686
MFN1	5212	47228
MFN2	4772	35031
MFSD10	2173	4274
MFSD11	3612	45585
MFSD12	2137	36030
MFSD14A	2779	45283
MFSD14B	3402	86474
MFSD14C	9746	126336
MFSD2B	2934	53241
MFSD3	1552	2144
MGAT1	8863	30873
MGAT4B	3027	9356
MGME1	2231	22105
MGMT	4678	303794
MGP	1650	4994
MGRN1	6425	74482
MGST1	2152	262118
MGST2	1780	74978
MGST3	3101	30584
MIA2	4392	158283
MIA3	8126	49911
MICALL1	4710	37166
MICOS10	3723	145419
MICU2	1885	111491
MID1IP1	4814	5106
MIEF1	5688	18701
MIEN1	1999	2037
MIER1	5456	63725
MIF	589	845
MIF4GD	2058	5004
MIIP	1709	12580
MINDY3	2452	82338
MINPP1	2470	48587
MIOS	4877	42058
MIOS-DT	1578	14535
MIPOL1	7434	354449
MIR1244-2	85	85
MIR1244-3	85	85
MIR210HG	1965	2798
MIR4458HG	3366	36230
MIR762HG	1429	19999
MIS18A	1546	10822
MIS18BP1	4577	50351
MKI67	12716	29765
MKKS	6714	33214
MKNK2	4093	13780
MKRN1	3467	26504
MKRN2	5191	29152
MKRN2OS	1845	46126
MKS1	4123	14165
MLEC	6341	14711
MLF2	1555	19480
MLH1	2827	57497
MLLT1	4532	69595
MLLT3	6724	280831
MLPH	3744	69895
MLST8	2116	5206
MLX	2586	6168
MMAA	5944	60992
MMAB	4090	19866
MMADHC	1726	18142
MMGT1	5145	13442
MMP15	4062	21148
MMP21	1951	22242
MMP24OS	1695	76387
MMP28	2462	39459
MMS19	3555	40471
MMUT	3811	32894
MNAT1	2648	235224
MNS1	2030	43594
MNT	4925	17032
MNX1	2185	16613
MOB1A	4896	26371
MOB2	3174	31791
MOB3A	3387	25638
MOB4	3785	38129
MOCS2	4166	14385
MOGS	2867	4354
MON2	13263	133660
MORC3	4224	65960
MORC4	3798	186342
MORF4L1	2359	87653
MORF4L1P1	967	967
MORF4L2	1965	12663
MOSPD1	2348	27626
MOSPD2	4183	48907
MOSPD3	1154	3283
MPC2	2223	20398
MPDU1	1645	9261
MPG	1193	8845
MPHOSPH6	1101	22427
MPHOSPH8	4239	39783
MPI	5793	12215
MPLKIP	7627	8596
MPND	1614	16560
MPP1	2378	42324
MPP5	5468	95349
MPP6	8346	120926
MPRIP	15419	175223
MPST	5872	10187
MPV17L2	1941	3731
MPZL2	2622	11121
MRE11	6841	78316
MRFAP1	2112	2655
MRGBP	2752	5257
MRM1	1839	7382
MRM2	2511	8011
MRNIP	4145	27041
MRPL1	1175	89956
MRPL10	2013	8270
MRPL11	2209	31664
MRPL12	1009	4151
MRPL13	2367	64642
MRPL14	957	14002
MRPL15	1729	13274
MRPL16	1083	4639
MRPL17	2305	2956
MRPL18	1075	8625
MRPL19	7825	44069
MRPL2	1216	5410
MRPL20	1693	5385
MRPL21	2283	12560
MRPL22	3173	28339
MRPL23	919	37245
MRPL24	990	4288
MRPL27	2441	5351
MRPL28	2229	4321
MRPL3	1708	40772
MRPL32	2734	16583
MRPL33	729	216371
MRPL34	863	14235
MRPL35	3723	14436
MRPL36	793	2982
MRPL37	1582	41424
MRPL38	1358	6450
MRPL39	1199	21862
MRPL4	1620	8155
MRPL40	954	3531
MRPL41	582	677
MRPL42	15560	48701
MRPL43	2134	18058
MRPL44	1689	10252
MRPL45	1554	26195
MRPL45P2	1765	41925
MRPL46	5561	7914
MRPL47	1354	16365
MRPL48	1922	77262
MRPL49	2526	5189
MRPL50	3336	10986
MRPL51	898	1956
MRPL52	2020	5159
MRPL53	574	706
MRPL54	608	5894
MRPL57	2233	2427
MRPL58	894	8592
MRPL9	1264	3850
MRPS10	2100	11055
MRPS11	3392	13324
MRPS12	1220	2225
MRPS15	2127	8667
MRPS16	2580	3851
MRPS17	1786	4624
MRPS18A	1163	16590
MRPS18B	1610	8556
MRPS18C	2482	13804
MRPS2	1640	4690
MRPS21	1462	15119
MRPS22	2160	351418
MRPS23	5609	15276
MRPS24	1727	3336
MRPS25	4572	22858
MRPS26	1016	2199
MRPS27	4435	101244
MRPS28	838	111573
MRPS31	1486	42063
MRPS33	4210	12619
MRPS34	1040	1261
MRPS35	1829	45474
MRPS36	1315	12399
MRPS5	3680	64066
MRPS6	3934	69811
MRPS7	1717	4703
MRPS9	1414	61892
MRRF	9594	66735
MRS2	3980	23287
MRTFA	4522	226439
MRTFB	8804	195455
MSANTD4	4103	26781
MSH2	7893	260080
MSH3	4486	222164
MSH6	7669	114534
MSI1	2959	27835
MSI2	7612	428839
MSL1	5035	14947
MSL2	5186	48325
MSMO1	2227	15498
MSRB1	1363	5065
